referenceName;vernacularName ;type ;family
Stiltia isabella (Vieillot, 1816);GlarÇole isabelle;Charadriiformes (Limicoles);Glareolidae
Streptopelia capicola (Sundevall, 1857);Tourterelle du Cap;Columbiformes (Pigeons, Tourterelles);Columbidae
Streptopelia chinensis (Scopoli, 1786);;Columbiformes (Pigeons, Tourterelles);Columbidae
Streptopelia chinensis tigrina (Temminck, 1810);;Columbiformes (Pigeons, Tourterelles);Columbidae
Streptopelia decaocto (Frivaldszky, 1838);Tourterelle turque;Columbiformes (Pigeons, Tourterelles);Columbidae
Streptopelia orientalis (Latham, 1790);Tourterelle orientale;Columbiformes (Pigeons, Tourterelles);Columbidae
Streptopelia roseogrisea (Sundevall, 1857);Tourterelle rieuse;Columbiformes (Pigeons, Tourterelles);Columbidae
Streptopelia senegalensis (Linnaeus, 1766);Tourterelle maillÇe;Columbiformes (Pigeons, Tourterelles);Columbidae
Streptopelia turtur (Linnaeus, 1758);Tourterelle des bois;Columbiformes (Pigeons, Tourterelles);Columbidae
Streptoprocne zonaris (Shaw, 1796);Martinet Ö collier blanc;Caprimulgiformes;Apodidae
Streptoprocne zonaris albicincta (Cabanis, 1862);;Caprimulgiformes;Apodidae
Strix aluco Linnaeus, 1758;Chouette hulotte;Strigiformes (Rapaces nocturnes (Chouettes, Hiboux));Strigidae
Sturnella magna (Linnaeus, 1758);Sturnelle des prÇs;Passeriformes (Passereaux);Icteridae
Sturnella militaris (Linnaeus, 1771);Sturnelle militaire;Passeriformes (Passereaux);Icteridae
Sturnus roseus (Linnaeus, 1758);Martin roselin, êtourneau roselin;Passeriformes (Passereaux);Sturnidae (êtourneaux)
Sturnus unicolor Temminck, 1820;êtourneau unicolore;Passeriformes (Passereaux);Sturnidae (êtourneaux)
Sturnus vulgaris Linnaeus, 1758;êtourneau sansonnet;Passeriformes (Passereaux);Sturnidae (êtourneaux)
Sublegatus arenarum (Salvin, 1863);Tyranneau des palÇtuviers;Passeriformes (Passereaux);Tyrannidae
Sublegatus arenarum glaber Sclater & Salvin, 1868;;Passeriformes (Passereaux);Tyrannidae
Sublegatus obscurior Todd, 1920;Tyranneau ombrÇ;Passeriformes (Passereaux);Tyrannidae
Sula dactylatra dactylatra Lesson, 1831;;Pelecaniformes;Sulidae
Sula dactylatra Lesson, 1831;Fou masquÇ;Pelecaniformes;Sulidae
Sula dactylatra melanops Heuglin, 1859;;Pelecaniformes;Sulidae
Sula dactylatra personata Gould, 1846;Fou masquÇ;Pelecaniformes;Sulidae
Sula leucogaster (Boddaert, 1783);Fou brun;Pelecaniformes;Sulidae
Sula leucogaster plotus (J. R. Forster, 1844);Fou brun;Pelecaniformes;Sulidae
Sula sula (Linnaeus, 1766);Fou Ö pieds rouges;Pelecaniformes;Sulidae
Sula sula rubripes Gould, 1838;Fou Ö pieds rouges;Pelecaniformes;Sulidae
Surnia ulula (Linnaeus, 1758);Chouette Çperviäre;Strigiformes (Rapaces nocturnes (Chouettes, Hiboux));Strigidae
Sylvia atricapilla (Linnaeus, 1758);Fauvette Ö tàte noire;Passeriformes (Passereaux);Sylviidae
Sylvia borin (Boddaert, 1783);Fauvette des jardins;Passeriformes (Passereaux);Sylviidae
Sylvia cantillans (Pallas, 1764);Fauvette passerinette;Passeriformes (Passereaux);Sylviidae
Sylvia communis Latham, 1787;Fauvette grisette;Passeriformes (Passereaux);Sylviidae
Sylvia conspicillata Temminck, 1820;Fauvette Ö lunettes;Passeriformes (Passereaux);Sylviidae
Sylvia curruca (Linnaeus, 1758);Fauvette babillarde;Passeriformes (Passereaux);Sylviidae
Sylvia deserti (Loche, 1858);Fauvette du dÇsert;Passeriformes (Passereaux);Sylviidae
Sylvia hortensis (Gmelin, 1789);Fauvette orphÇe;Passeriformes (Passereaux);Sylviidae
Sylvia melanocephala (Gmelin, 1789);Fauvette mÇlanocÇphale;Passeriformes (Passereaux);Sylviidae
Sylvia nana (Hemprich & Ehrenberg, 1833);Fauvette naine;Passeriformes (Passereaux);Sylviidae
Sylvia nisoria (Bechstein, 1795);Fauvette Çperviäre;Passeriformes (Passereaux);Sylviidae
Sylvia rueppelli Temminck, 1823;Fauvette masquÇ;Passeriformes (Passereaux);Sylviidae
Sylvia sarda Temminck, 1820;Fauvette sarde;Passeriformes (Passereaux);Sylviidae
Sylvia subalpina Temminck, 1820;;Passeriformes (Passereaux);Sylviidae
Sylvia undata (Boddaert, 1783);Fauvette pitchou;Passeriformes (Passereaux);Sylviidae
Sylvia undata dartfordiensis Latham, 1787;Fauvette pitchou (aremorica);Passeriformes (Passereaux);Sylviidae
Sylvia undata undata (Boddaert, 1783);Fauvette pitchou (corse);Passeriformes (Passereaux);Sylviidae
Sylviornis neocaledoniae Poplin, 1980;;Galliformes;Sylviornithidae
Synallaxis albescens inaequalis Zimmer, 1935;;Passeriformes (Passereaux);Furnariidae
Synallaxis albescens Temminck, 1823;Synallaxe albane;Passeriformes (Passereaux);Furnariidae
Synallaxis gujanensis (Gmelin, 1789);Synallaxe de Cayenne;Passeriformes (Passereaux);Furnariidae
Synallaxis macconnelli Chubb, 1919;Synallaxe de McConnell;Passeriformes (Passereaux);Furnariidae
Synallaxis macconnelli obscurior Todd, 1948;;Passeriformes (Passereaux);Furnariidae
Synallaxis propinqua Pelzeln, 1854;Synallaxe Ö ventre blanc;Passeriformes (Passereaux);Furnariidae
Synallaxis rutilans Temminck, 1823;;Passeriformes (Passereaux);Furnariidae
Syrmaticus reevesii (J. E. Gray, 1829);Faisan vÇnÇrÇ, Faisans de Chasse;Galliformes;Phasianidae (TÇtras)
Syrrhaptes paradoxus (Pallas, 1773);Syrrhapte paradoxal;Pterocliformes;Pteroclidae
Tachornis squamata (Cassin, 1853);Martinet claudia;Caprimulgiformes;Apodidae
Tachybaptus dominicus (Linnaeus, 1766);Gräbe minime;Podicipediformes;Podicipedidae (Gräbes)
Tachybaptus novaehollandiae (Stephens, 1826);;Podicipediformes;Podicipedidae (Gräbes)
Tachybaptus novaehollandiae leucosternos (Mayr, 1931);Gräbe australasien;Podicipediformes;Podicipedidae (Gräbes)
Tachybaptus ruficollis (Pallas, 1764);Gräbe castagneux;Podicipediformes;Podicipedidae (Gräbes)
Tachybaptus ruficollis capensis (Salvadori, 1884);Gräbe castagneux, Petit Gräbe;Podicipediformes;Podicipedidae (Gräbes)
Tachycineta albiventer (Boddaert, 1785);Hirondelle Ö ailes blanches;Passeriformes (Passereaux);Hirundinidae (Hirondelles)
Tachycineta bicolor (Vieillot, 1807);Hirondelle bicolore;Passeriformes (Passereaux);Hirundinidae (Hirondelles)
Tachymarptis melba (Linnaeus, 1758);Martinet Ö ventre blanc, Martinet alpin;Caprimulgiformes;Apodidae
Tachyphonus cristatus (Linnaeus, 1766);Tangara Ö huppe rouge, Tangara Ö huppe ignÇe;Passeriformes (Passereaux);Thraupidae
Tachyphonus luctuosus D'Orbigny & Lafresnaye, 1837;Tangara Ö Çpaulettes blanches;Passeriformes (Passereaux);Thraupidae
Tachyphonus phoenicius Swainson, 1838;Tangara Ö galons rouges;Passeriformes (Passereaux);Thraupidae
Tachyphonus rufus (Boddaert, 1783);Tangara Ö galons blancs;Passeriformes (Passereaux);Thraupidae
Tachyphonus surinamus (Linnaeus, 1766);Tangara Ö cràte fauve;Passeriformes (Passereaux);Thraupidae
Tadorna ferruginea (Pallas, 1764);Tadorne casarca, Casarca roux;Anseriformes (Canards, Oies, Cygnes);Anatidae
Tadorna tadorna (Linnaeus, 1758);Tadorne de Belon;Anseriformes (Canards, Oies, Cygnes);Anatidae
Tangara cayana (Linnaeus, 1766);Calliste passevert;Passeriformes (Passereaux);Thraupidae
Tangara chilensis (Vigors, 1832);Calliste septicolore;Passeriformes (Passereaux);Thraupidae
Tangara chilensis paradisea (Swainson, 1837);;Passeriformes (Passereaux);Thraupidae
Tangara guttata (Cabanis, 1851);Calliste tiquetÇ;Passeriformes (Passereaux);Thraupidae
Tangara gyrola (Linnaeus, 1758);Calliste rouverdin;Passeriformes (Passereaux);Thraupidae
Tangara mexicana (Linnaeus, 1766);Calliste diable-enrhumÇ;Passeriformes (Passereaux);Thraupidae
Tangara punctata (Linnaeus, 1766);Calliste syacou;Passeriformes (Passereaux);Thraupidae
Tangara varia (MÅller, 1766);Calliste tachetÇ;Passeriformes (Passereaux);Thraupidae
Tangara velia (Linnaeus, 1758);Calliste variÇ;Passeriformes (Passereaux);Thraupidae
Tapera naevia (Linnaeus, 1766);GÇocoucou tachetÇ;Cuculiformes (Coucous);Cuculidae
Taraba major (Vieillot, 1816);Grand Batara;Passeriformes (Passereaux);Thamnophilidae
Taraba major semifasciatus (Cabanis, 1872);;Passeriformes (Passereaux);Thamnophilidae
Tarsiger cyanurus (Pallas, 1773);Robin Ö flancs roux, Rossignol Ö flancs roux;Passeriformes (Passereaux);Saxicolidae
Terenotriccus erythrurus (Cabanis, 1847);Moucherolle rougequeue;Passeriformes (Passereaux);Tyrannidae
Terpsiphone bourbonnensis (P. L. S. MÅller, 1776);Gobe-mouches de Paradis, Tersiphone de Bourbon, Oiseau la vierge, Chakouat;Passeriformes (Passereaux);Monarchidae
Terpsiphone bourbonnensis bourbonnensis (P. L. S. MÅller, 1776);Terpsiphone de Bourbon;Passeriformes (Passereaux);Monarchidae
Terpsiphone mutata (Linnaeus, 1766);Moucherolle;Passeriformes (Passereaux);Monarchidae
Terpsiphone mutata pretiosa (Lesson, 1847);Tchitrec malgache;Passeriformes (Passereaux);Monarchidae
Tersina viridis (Illiger, 1811);Tersine hirondelle;Passeriformes (Passereaux);Thraupidae
Tersina viridis occidentalis (Sclater, 1855);;Passeriformes (Passereaux);Thraupidae
Tetrao urogallus aquitanicus Ingram, 1915;;Galliformes;Phasianidae (TÇtras)
Tetrao urogallus Linnaeus, 1758;Grand TÇtras;Galliformes;Phasianidae (TÇtras)
Tetrao urogallus urogallus Linnaeus, 1758;;Galliformes;Phasianidae (TÇtras)
Tetrax tetrax (Linnaeus, 1758);Outarde canepetiäre;Otidiformes;Otididae (Outardes)
Thalassarche bulleri (Rothschild, 1893);;Procellariiformes (PÇtrels tempàtes, Albatros);Diomedeidae (Albatros)
Thalassarche carteri (Rothschild, 1903);Albatros Ö bec jaune, Albatros Ö bec jaune de l'OcÇan Indien;Procellariiformes (PÇtrels tempàtes, Albatros);Diomedeidae (Albatros)
Thalassarche cauta (Gould, 1841);Albatros Ö cape blanche, Albatros timide;Procellariiformes (PÇtrels tempàtes, Albatros);Diomedeidae (Albatros)
Thalassarche chlororhynchos (Gmelin, 1789);Albatros Ö nez jaune, Albatros Ö bec jaune;Procellariiformes (PÇtrels tempàtes, Albatros);Diomedeidae (Albatros)
Thalassarche chrysostoma (Forster, 1785);Albatros Ö tàte grise;Procellariiformes (PÇtrels tempàtes, Albatros);Diomedeidae (Albatros)
Thalassarche eremita Murphy, 1930;;Procellariiformes (PÇtrels tempàtes, Albatros);Diomedeidae (Albatros)
Thalassarche impavida Mathews, 1912;;Procellariiformes (PÇtrels tempàtes, Albatros);Diomedeidae (Albatros)
Thalassarche melanophris (Temminck, 1828);Albatros Ö sourcils noirs;Procellariiformes (PÇtrels tempàtes, Albatros);Diomedeidae (Albatros)
Thalassarche salvini (Rothschild, 1893);;Procellariiformes (PÇtrels tempàtes, Albatros);Diomedeidae (Albatros)
Thalassarche steadi Falla, 1933;;Procellariiformes (PÇtrels tempàtes, Albatros);Diomedeidae (Albatros)
Thalasseus bengalensis (Lesson, 1831);Sterne voyageuse;Charadriiformes (Limicoles);Laridae (GoÇlands, Mouettes)
Thalasseus bergii (Lichtenstein, 1823);Sterne huppÇe;Charadriiformes (Limicoles);Laridae (GoÇlands, Mouettes)
Thalasseus bergii cristatus (Stephens, 1826);Sterne huppÇe;Charadriiformes (Limicoles);Laridae (GoÇlands, Mouettes)
Thalasseus elegans (Gambel, 1849);Sterne ÇlÇgante;Charadriiformes (Limicoles);Laridae (GoÇlands, Mouettes)
Thalasseus maximus (Boddaert, 1783);Sterne royale;Charadriiformes (Limicoles);Laridae (GoÇlands, Mouettes)
Thalasseus sandvicensis (Latham, 1787);Sterne caugek;Charadriiformes (Limicoles);Laridae (GoÇlands, Mouettes)
Thalasseus sandvicensis acuflavidus (Cabot, 1847);Sterne de Cabot;Charadriiformes (Limicoles);Laridae (GoÇlands, Mouettes)
Thalasseus sandvicensis eurygnathus (Saunders, 1876);Sterne de Cayenne;Charadriiformes (Limicoles);Laridae (GoÇlands, Mouettes)
Thalasseus sandvicensis sandvicensis (Latham, 1787);Sterne caugek;Charadriiformes (Limicoles);Laridae (GoÇlands, Mouettes)
Thalassoica antarctica (Gmelin, 1789);;Procellariiformes (PÇtrels tempàtes, Albatros);Procellariidae
Thalurania furcata (Gmelin, 1788);Dryade Ö queue fourchue;Caprimulgiformes;Trochilidae
Thalurania furcata fissilis Berlepsch & Hartert, 1902;;Caprimulgiformes;Trochilidae
Thalurania furcata furcata (Gmelin, 1788);;Caprimulgiformes;Trochilidae
Thamnomanes ardesiacus (Sclater & Salvin, 1868);Batara ardoisÇ;Passeriformes (Passereaux);Thamnophilidae
Thamnomanes ardesiacus obidensis (Snethlage, 1914);;Passeriformes (Passereaux);Thamnophilidae
Thamnomanes caesius (Temminck, 1820);Batara cendrÇ;Passeriformes (Passereaux);Thamnophilidae
Thamnomanes caesius glaucus Cabanis, 1847;;Passeriformes (Passereaux);Thamnophilidae
Thamnophilus aethiops P. L. Sclater, 1858;;Passeriformes (Passereaux);Thamnophilidae
Thamnophilus amazonicus divaricatus Mees, 1974;;Passeriformes (Passereaux);Thamnophilidae
Thamnophilus amazonicus Sclater, 1858;Batara d'Amazonie;Passeriformes (Passereaux);Thamnophilidae
Thamnophilus doliatus (Linnaeus, 1764);Batara rayÇ;Passeriformes (Passereaux);Thamnophilidae
Thamnophilus melanothorax Sclater, 1857;Batara de Cayenne;Passeriformes (Passereaux);Thamnophilidae
Thamnophilus murinus Sclater & Salvin, 1867;Batara souris;Passeriformes (Passereaux);Thamnophilidae
Thamnophilus nigrocinereus kulczynskii (Domaniewski & Stolzmann, 1922);;Passeriformes (Passereaux);Thamnophilidae
Thamnophilus nigrocinereus Sclater, 1855;Batara demi-deuil;Passeriformes (Passereaux);Thamnophilidae
Thamnophilus punctatus (Shaw, 1809);Batara tachetÇ;Passeriformes (Passereaux);Thamnophilidae
Theristicus caudatus (Boddaert, 1783);;Pelecaniformes;Threskiornithidae (Ibis, Spatules)
Thraupis episcopus (Linnaeus, 1766);Tangara Çvàque;Passeriformes (Passereaux);Thraupidae
Thraupis palmarum (Wied-Neuwied, 1821);Tangara des palmiers;Passeriformes (Passereaux);Thraupidae
Thraupis palmarum melanoptera (Sclater, 1857);;Passeriformes (Passereaux);Thraupidae
Threnetes leucurus (Linnaeus, 1766);;Caprimulgiformes;Trochilidae
Threnetes niger (Linnaeus, 1758);Ermite d'Antonie;Caprimulgiformes;Trochilidae
Threnetes niger niger (Linnaeus, 1758);;Caprimulgiformes;Trochilidae
Threskiornis aethiopicus (Latham, 1790);Ibis sacrÇ;Pelecaniformes;Threskiornithidae (Ibis, Spatules)
Threskiornis bernieri (Bonaparte, 1855);Ibis malgache;Pelecaniformes;Threskiornithidae (Ibis, Spatules)
Threskiornis solitarius (Mourer-ChauvirÇ & Moutou, 1987);;Pelecaniformes;Threskiornithidae (Ibis, Spatules)
Tiaris bicolor (Linnaeus, 1766);Sporophile Ö face noire, Cici, Cici-z?äb;Passeriformes (Passereaux);Thraupidae
Tiaris bicolor omissus Jardine, 1847;;Passeriformes (Passereaux);Thraupidae
Tichodroma muraria (Linnaeus, 1758);Tichodrome Çchelette;Passeriformes (Passereaux);Tichodromadidae
Tigrisoma fasciatum (Such, 1825);OnorÇ fasciÇ;Pelecaniformes;Ardeidae (HÇrons)
Tigrisoma fasciatum salmoni Sclater & Salvin, 1875;;Pelecaniformes;Ardeidae (HÇrons)
Tigrisoma lineatum (Boddaert, 1783);OnorÇ rayÇ;Pelecaniformes;Ardeidae (HÇrons)
Tinamus major (Gmelin, 1789);Grand Tinamou;Tinamiformes;Tinamidae
Tityra cayana (Linnaeus, 1766);Tityre gris;Passeriformes (Passereaux);Tityridae
Tityra inquisitor (Lichtenstein, 1823);Tityre Ö tàte noire;Passeriformes (Passereaux);Tityridae
Tityra inquisitor erythrogenys (Selby, 1826);;Passeriformes (Passereaux);Tityridae
Tityra semifasciata (Spix, 1825);;Passeriformes (Passereaux);Tityridae
Todiramphus chloris (Boddaert, 1783);;Coraciiformes (Guàpiers);Alcedinidae
Todiramphus chloris regina (Mayr, 1941);;Coraciiformes (Guàpiers);Alcedinidae
Todiramphus gambieri (Oustalet, 1895);;Coraciiformes (Guàpiers);Alcedinidae
Todiramphus gertrudae Murphy, 1924;;Coraciiformes (Guàpiers);Alcedinidae
Todiramphus godeffroyi (Finsch, 1877);;Coraciiformes (Guàpiers);Alcedinidae
Todiramphus sanctus (Vigors & Horsfeld, 1827);;Coraciiformes (Guàpiers);Alcedinidae
Todiramphus sanctus canacorum (Brasil, 1916);Martin-chasseur sacrÇ;Coraciiformes (Guàpiers);Alcedinidae
Todiramphus sanctus macmillani (Mayr, 1940);;Coraciiformes (Guàpiers);Alcedinidae
Todiramphus tutus (Gmelin, 1788);;Coraciiformes (Guàpiers);Alcedinidae
Todiramphus tutus tutus (Gmelin, 1788);;Coraciiformes (Guàpiers);Alcedinidae
Todiramphus veneratus (Gmelin, 1788);;Coraciiformes (Guàpiers);Alcedinidae
Todiramphus youngi Sharpe, 1892;;Coraciiformes (Guàpiers);Alcedinidae
Todirostrum cinereum (Linnaeus, 1766);Todirostre familier;Passeriformes (Passereaux);Tyrannidae
Todirostrum maculatum (Desmarest, 1806);Todirostre tachetÇ;Passeriformes (Passereaux);Tyrannidae
Todirostrum pictum Salvin, 1897;Todirostre peint;Passeriformes (Passereaux);Tyrannidae
Todirostrum sylvia (Desmarest, 1806);;Passeriformes (Passereaux);Tyrannidae
Tolmomyias assimilis (Pelzeln, 1868);Platyrhynque Ö miroir;Passeriformes (Passereaux);Tyrannidae
Tolmomyias assimilis examinatus (Chubb, 1920);;Passeriformes (Passereaux);Tyrannidae
Tolmomyias flaviventris (Wied-Neuwied, 1831);Platyrhynque Ö poitrine jaune;Passeriformes (Passereaux);Tyrannidae
Tolmomyias flaviventris aurulentus (Todd, 1913);;Passeriformes (Passereaux);Tyrannidae
Tolmomyias poliocephalus (Taczanowski, 1884);Platyrhynque poliocÇphale;Passeriformes (Passereaux);Tyrannidae
Tolmomyias poliocephalus sclateri (Hellmayr, 1903);;Passeriformes (Passereaux);Tyrannidae
Tolmomyias sulphurescens (Spix, 1825);Platyrhynque jaune-olive;Passeriformes (Passereaux);Tyrannidae
Tolmomyias sulphurescens cherriei (Hartert & Goodson, 1917);;Passeriformes (Passereaux);Tyrannidae
Topaza pella (Linnaeus, 1758);Colibri topaze;Caprimulgiformes;Trochilidae
Torgos tracheliotus (J. R. Forster, 1791);Vautour oricou;Accipitriformes;Accipitridae
Touit batavicus (Boddaert, 1783);Toui Ö sept couleurs;Psittaciformes (Perroquets, perruches);Psittacidae
Touit purpuratus (Gmelin, 1788);Toui Ö queue pourprÇe;Psittaciformes (Perroquets, perruches);Psittacidae
Toxostoma rufum (Linnaeus, 1758);Moqueur roux;Passeriformes (Passereaux);Mimidae
Trichoglossus haematodus (Linnaeus, 1771);Loriquet Ö tàte bleue;Psittaciformes (Perroquets, perruches);Psittacidae
Trichoglossus haematodus deplanchei J. Verreaux & Des Murs, 1860;Loriquet Ö tàte bleue;Psittaciformes (Perroquets, perruches);Psittacidae
Tringa erythropus (Pallas, 1764);Chevalier arlequin;Charadriiformes (Limicoles);Scolopacidae (BÇcasses)
Tringa flavipes (Gmelin, 1789);Petit Chevalier Ö pattes jaunes, Chevalier Ö pattes jaunes;Charadriiformes (Limicoles);Scolopacidae (BÇcasses)
Tringa glareola Linnaeus, 1758;Chevalier sylvain;Charadriiformes (Limicoles);Scolopacidae (BÇcasses)
Tringa melanoleuca (Gmelin, 1789);Grand Chevalier Ö pattes jaunes, Chevalier criard;Charadriiformes (Limicoles);Scolopacidae (BÇcasses)
Tringa nebularia (Gunnerus, 1767);Chevalier aboyeur;Charadriiformes (Limicoles);Scolopacidae (BÇcasses)
Tringa ochropus Linnaeus, 1758;Chevalier culblanc;Charadriiformes (Limicoles);Scolopacidae (BÇcasses)
Tringa semipalmata (Gmelin, 1789);Chevalier semipalmÇ;Charadriiformes (Limicoles);Scolopacidae (BÇcasses)
Tringa semipalmata inornata (Brewster, 1887);;Charadriiformes (Limicoles);Scolopacidae (BÇcasses)
Tringa semipalmata semipalmata (Gmelin, 1789);;Charadriiformes (Limicoles);Scolopacidae (BÇcasses)
Tringa solitaria cinnamomea (Brewster, 1890);;Charadriiformes (Limicoles);Scolopacidae (BÇcasses)
Tringa solitaria solitaria Wilson, 1813;;Charadriiformes (Limicoles);Scolopacidae (BÇcasses)
Tringa solitaria Wilson, 1813;Chevalier solitaire;Charadriiformes (Limicoles);Scolopacidae (BÇcasses)
Tringa stagnatilis (Bechstein, 1803);Chevalier stagnatile;Charadriiformes (Limicoles);Scolopacidae (BÇcasses)
Tringa totanus (Linnaeus, 1758);Chevalier gambette;Charadriiformes (Limicoles);Scolopacidae (BÇcasses)
Tringa totanus robusta (Schioler, 1919);;Charadriiformes (Limicoles);Scolopacidae (BÇcasses)
Tringa totanus totanus (Linnaeus, 1758);;Charadriiformes (Limicoles);Scolopacidae (BÇcasses)
Troglodytes aedon Vieillot, 1809;Troglodyte familier, Rossignol;Passeriformes (Passereaux);Troglodytidae
Troglodytes musculus J. F. Naumann, 1823;;Passeriformes (Passereaux);Troglodytidae
Troglodytes troglodytes (Linnaeus, 1758);Troglodyte mignon;Passeriformes (Passereaux);Troglodytidae
Trogon collaris Vieillot, 1817;Trogon rosalba;Trogoniformes;Trogonidae
Trogon melanurus Swainson, 1838;Trogon Ö queue noire;Trogoniformes;Trogonidae
